,door_in,door_out,window_in,window_out,cvrmse
169,0.006203704,0.004722222,0.001018519,0.000277778,18.22806312
170,0.006944444,0.004722222,0.001018519,0.000277778,18.82425813
171,0.000277778,0.005462963,0.001018519,0.000277778,42.57134153
172,0.001018519,0.005462963,0.001018519,0.000277778,39.3748651
173,0.001759259,0.005462963,0.001018519,0.000277778,36.24662923
174,0.0025,0.005462963,0.001018519,0.000277778,33.20592578
175,0.003240741,0.005462963,0.001018519,0.000277778,30.27913688
176,0.003981481,0.005462963,0.001018519,0.000277778,27.50265443
177,0.004722222,0.005462963,0.001018519,0.000277778,24.92675508
178,0.005462963,0.005462963,0.001018519,0.000277778,22.62006817
179,0.006203704,0.005462963,0.001018519,0.000277778,20.6729073
180,0.006944444,0.005462963,0.001018519,0.000277778,19.1949982
181,0.000277778,0.006203704,0.001018519,0.000277778,48.79390446
182,0.001018519,0.006203704,0.001018519,0.000277778,45.77044509
183,0.001759259,0.006203704,0.001018519,0.000277778,42.78305744
184,0.0025,0.006203704,0.001018519,0.000277778,39.83985683
185,0.003240741,0.006203704,0.001018519,0.000277778,36.95140335
186,0.003981481,0.006203704,0.001018519,0.000277778,34.13159908
187,0.004722222,0.006203704,0.001018519,0.000277778,31.39894474
188,0.005462963,0.006203704,0.001018519,0.000277778,28.77827712
189,0.006203704,0.006203704,0.001018519,0.000277778,26.30309043
190,0.006944444,0.006203704,0.001018519,0.000277778,24.01840393
191,0.000277778,0.006944444,0.001018519,0.000277778,54.17250051
192,0.001018519,0.006944444,0.001018519,0.000277778,51.33412217
193,0.001759259,0.006944444,0.001018519,0.000277778,48.51732212
194,0.0025,0.006944444,0.001018519,0.000277778,45.7260883
195,0.003240741,0.006944444,0.001018519,0.000277778,42.96540369
196,0.003981481,0.006944444,0.001018519,0.000277778,40.24155608
197,0.004722222,0.006944444,0.001018519,0.000277778,37.56256003
198,0.005462963,0.006944444,0.001018519,0.000277778,34.9387343
199,0.006203704,0.006944444,0.001018519,0.000277778,32.38349195
200,0.006944444,0.006944444,0.001018519,0.000277778,29.91441302
201,0.000277778,0.000277778,0.001759259,0.000277778,89.79545103
202,0.001018519,0.000277778,0.001759259,0.000277778,97.79773979
203,0.001759259,0.000277778,0.001759259,0.000277778,105.8299867
204,0.0025,0.000277778,0.001759259,0.000277778,113.8858531
205,0.003240741,0.000277778,0.001759259,0.000277778,121.9606588
206,0.003981481,0.000277778,0.001759259,0.000277778,130.0508759
207,0.004722222,0.000277778,0.001759259,0.000277778,138.153797
208,0.005462963,0.000277778,0.001759259,0.000277778,146.2673109
209,0.006203704,0.000277778,0.001759259,0.000277778,154.3897475
210,0.006944444,0.000277778,0.001759259,0.000277778,162.519769
211,0.000277778,0.001018519,0.001759259,0.000277778,58.59796987
212,0.001018519,0.001018519,0.001759259,0.000277778,65.27241769
213,0.001759259,0.001018519,0.001759259,0.000277778,72.01968143
214,0.0025,0.001018519,0.001759259,0.000277778,78.82106367
215,0.003240741,0.001018519,0.001759259,0.000277778,85.66367495
216,0.003981481,0.001018519,0.001759259,0.000277778,92.53836986
217,0.004722222,0.001018519,0.001759259,0.000277778,99.4384943
218,0.005462963,0.001018519,0.001759259,0.000277778,106.3590991
219,0.006203704,0.001018519,0.001759259,0.000277778,113.2964313
220,0.006944444,0.001018519,0.001759259,0.000277778,120.2475958
221,0.000277778,0.001759259,0.001759259,0.000277778,36.01669072
222,0.001018519,0.001759259,0.001759259,0.000277778,41.29007972
223,0.001759259,0.001759259,0.001759259,0.000277778,46.77680174
224,0.0025,0.001759259,0.001759259,0.000277778,52.40989891
225,0.003240741,0.001759259,0.001759259,0.000277778,58.14684558
226,0.003981481,0.001759259,0.001759259,0.000277778,63.95970312
227,0.004722222,0.001759259,0.001759259,0.000277778,69.82951683
228,0.005462963,0.001759259,0.001759259,0.000277778,75.74304617
229,0.006203704,0.001759259,0.001759259,0.000277778,81.69079807
230,0.006944444,0.001759259,0.001759259,0.000277778,87.66580726
231,0.000277778,0.0025,0.001759259,0.000277778,22.20313567
232,0.001018519,0.0025,0.001759259,0.000277778,25.23444016
233,0.001759259,0.0025,0.001759259,0.000277778,28.96770338
234,0.0025,0.0025,0.001759259,0.000277778,33.16672791
235,0.003240741,0.0025,0.001759259,0.000277778,37.67610614
236,0.003981481,0.0025,0.001759259,0.000277778,42.39692488
237,0.004722222,0.0025,0.001759259,0.000277778,47.26587181
238,0.005462963,0.0025,0.001759259,0.000277778,52.24154638
239,0.006203704,0.0025,0.001759259,0.000277778,57.29615022
240,0.006944444,0.0025,0.001759259,0.000277778,62.41050893
241,0.000277778,0.003240741,0.001759259,0.000277778,19.88464918
242,0.001018519,0.003240741,0.001759259,0.000277778,19.27157574
243,0.001759259,0.003240741,0.001759259,0.000277778,19.84183407
244,0.0025,0.003240741,0.001759259,0.000277778,21.50147707
245,0.003240741,0.003240741,0.001759259,0.000277778,24.02579951
246,0.003981481,0.003240741,0.001759259,0.000277778,27.17489571
247,0.004722222,0.003240741,0.001759259,0.000277778,30.75745863
248,0.005462963,0.003240741,0.001759259,0.000277778,34.63925453
249,0.006203704,0.003240741,0.001759259,0.000277778,38.73041488
250,0.006944444,0.003240741,0.001759259,0.000277778,42.9711823
251,0.000277778,0.003981481,0.001759259,0.000277778,25.77290007
252,0.001018519,0.003981481,0.001759259,0.000277778,23.08507693
253,0.001759259,0.003981481,0.001759259,0.000277778,20.94992116
254,0.0025,0.003981481,0.001759259,0.000277778,19.54936412
255,0.003240741,0.003981481,0.001759259,0.000277778,19.04615707
256,0.003981481,0.003981481,0.001759259,0.000277778,19.50985859
257,0.004722222,0.003981481,0.001759259,0.000277778,20.87613675
258,0.005462963,0.003981481,0.001759259,0.000277778,22.98459507
259,0.006203704,0.003981481,0.001759259,0.000277778,25.65287813
260,0.006944444,0.003981481,0.001759259,0.000277778,28.72540205
261,0.000277778,0.004722222,0.001759259,0.000277778,33.36720416
262,0.001018519,0.004722222,0.001759259,0.000277778,30.22322978
263,0.001759259,0.004722222,0.001759259,0.000277778,27.27741106
264,0.0025,0.004722222,0.001759259,0.000277778,24.60103497
265,0.003240741,0.004722222,0.001759259,0.000277778,22.29136425
266,0.003981481,0.004722222,0.001759259,0.000277778,20.47288818
267,0.004722222,0.004722222,0.001759259,0.000277778,19.28506188
268,0.005462963,0.004722222,0.001759259,0.000277778,18.84750127
269,0.006203704,0.004722222,0.001759259,0.000277778,19.21153893
270,0.006944444,0.004722222,0.001759259,0.000277778,20.33416788
271,0.000277778,0.005462963,0.001759259,0.000277778,40.50653272
272,0.001018519,0.005462963,0.001759259,0.000277778,37.38176432
273,0.001759259,0.005462963,0.001759259,0.000277778,34.34225766
274,0.0025,0.005462963,0.001759259,0.000277778,31.41277234
275,0.003240741,0.005462963,0.001759259,0.000277778,28.62710461
276,0.003981481,0.005462963,0.001759259,0.000277778,26.03146591
277,0.004722222,0.005462963,0.001759259,0.000277778,23.68840568
278,0.005462963,0.005462963,0.001759259,0.000277778,21.67997135
279,0.006203704,0.005462963,0.001759259,0.000277778,20.10669039
280,0.006944444,0.005462963,0.001759259,0.000277778,19.07653235
281,0.000277778,0.006203704,0.001759259,0.000277778,46.80697457
282,0.001018519,0.006203704,0.001759259,0.000277778,43.824783
283,0.001759259,0.006203704,0.001759259,0.000277778,40.88640569
284,0.0025,0.006203704,0.001759259,0.000277778,38.00200737
285,0.003240741,0.006203704,0.001759259,0.000277778,35.18486587
286,0.003981481,0.006203704,0.001759259,0.000277778,32.45250125
287,0.004722222,0.006203704,0.001759259,0.000277778,29.82822015
288,0.005462963,0.006203704,0.001759259,0.000277778,27.3431605
289,0.006203704,0.006203704,0.001759259,0.000277778,25.03880915
290,0.006944444,0.006203704,0.001759259,0.000277778,22.96961754
291,0.000277778,0.006944444,0.001759259,0.000277778,52.28749815
292,0.001018519,0.006944444,0.001759259,0.000277778,49.47553429
293,0.001759259,0.006944444,0.001759259,0.000277778,46.68919234
294,0.0025,0.006944444,0.001759259,0.000277778,43.93334756
295,0.003240741,0.006944444,0.001759259,0.000277778,41.21411812
296,0.003981481,0.006944444,0.001759259,0.000277778,38.53925525
297,0.004722222,0.006944444,0.001759259,0.000277778,35.91867226
298,0.005462963,0.006944444,0.001759259,0.000277778,33.36516143
299,0.006203704,0.006944444,0.001759259,0.000277778,30.89535783
300,0.006944444,0.006944444,0.001759259,0.000277778,28.53100826
301,0.000277778,0.000277778,0.0025,0.000277778,95.57791546
302,0.001018519,0.000277778,0.0025,0.000277778,103.5894517
303,0.001759259,0.000277778,0.0025,0.000277778,111.6280626
304,0.0025,0.000277778,0.0025,0.000277778,119.6882931
305,0.003240741,0.000277778,0.0025,0.000277778,127.7660516
306,0.003981481,0.000277778,0.0025,0.000277778,135.8582116
307,0.004722222,0.000277778,0.0025,0.000277778,143.9623446
308,0.005462963,0.000277778,0.0025,0.000277778,152.0765365
309,0.006203704,0.000277778,0.0025,0.000277778,160.1992589
310,0.006944444,0.000277778,0.0025,0.000277778,168.3292768
311,0.000277778,0.001018519,0.0025,0.000277778,63.57289954
312,0.001018519,0.001018519,0.0025,0.000277778,70.2785029
313,0.001759259,0.001018519,0.0025,0.000277778,77.0467517
314,0.0025,0.001018519,0.0025,0.000277778,83.86247962
315,0.003240741,0.001018519,0.0025,0.000277778,90.71498549
316,0.003981481,0.001018519,0.0025,0.000277778,97.59652278
317,0.004722222,0.001018519,0.0025,0.000277778,104.5013564
318,0.005462963,0.001018519,0.0025,0.000277778,111.4251555
319,0.006203704,0.001018519,0.0025,0.000277778,118.364592
320,0.006944444,0.001018519,0.0025,0.000277778,125.3170681
321,0.000277778,0.001759259,0.0025,0.000277778,40.14260763
322,0.001018519,0.001759259,0.0025,0.000277778,45.53329503
323,0.001759259,0.001759259,0.0025,0.000277778,51.09464542
324,0.0025,0.001759259,0.0025,0.000277778,56.7765308
325,0.003240741,0.001759259,0.0025,0.000277778,62.54611046
326,0.003981481,0.001759259,0.0025,0.000277778,68.3811907
327,0.004722222,0.001759259,0.0025,0.000277778,74.26633407
328,0.005462963,0.001759259,0.0025,0.000277778,80.19051898
329,0.006203704,0.001759259,0.0025,0.000277778,86.14569123
330,0.006944444,0.001759259,0.0025,0.000277778,92.1258418
331,0.000277778,0.0025,0.0025,0.000277778,24.88751053
332,0.001018519,0.0025,0.0025,0.000277778,28.38106858
333,0.001759259,0.0025,0.0025,0.000277778,32.40578744
334,0.0025,0.0025,0.0025,0.000277778,36.78774521
335,0.003240741,0.0025,0.0025,0.000277778,41.41369904
336,0.003981481,0.0025,0.0025,0.000277778,46.21043032
337,0.004722222,0.0025,0.0025,0.000277778,51.12989737
338,0.005462963,0.0025,0.0025,0.000277778,56.13984389
339,0.006203704,0.0025,0.0025,0.000277778,61.21806001
340,0.006944444,0.0025,0.0025,0.000277778,66.3488719
341,0.000277778,0.003240741,0.0025,0.000277778,20.01530838
342,0.001018519,0.003240741,0.0025,0.000277778,20.25422805
343,0.001759259,0.003240741,0.0025,0.000277778,21.59086212
344,0.0025,0.003240741,0.0025,0.000277778,23.84129378
345,0.003240741,0.003240741,0.0025,0.000277778,26.77610204
346,0.003981481,0.003240741,0.0025,0.000277778,30.19639682
347,0.004722222,0.003240741,0.0025,0.000277778,33.95578759
348,0.005462963,0.003240741,0.0025,0.000277778,37.95364317
349,0.006203704,0.003240741,0.0025,0.000277778,42.12211934
350,0.006944444,0.003240741,0.0025,0.000277778,46.41526941
351,0.000277778,0.003981481,0.0025,0.000277778,24.30806146
352,0.001018519,0.003981481,0.0025,0.000277778,22.06220239
353,0.001759259,0.003981481,0.0025,0.000277778,20.49145474
354,0.0025,0.003981481,0.0025,0.000277778,19.75749684
355,0.003240741,0.003981481,0.0025,0.000277778,19.95288616
356,0.003981481,0.003981481,0.0025,0.000277778,21.05176174
357,0.004722222,0.003981481,0.0025,0.000277778,22.92456541
358,0.005462963,0.003981481,0.0025,0.000277778,25.40068399
359,0.006203704,0.003981481,0.0025,0.000277778,28.3223201
360,0.006944444,0.003981481,0.0025,0.000277778,31.56600871
361,0.000277778,0.004722222,0.0025,0.000277778,31.4499262
362,0.001018519,0.004722222,0.0025,0.000277778,28.48641622
363,0.001759259,0.004722222,0.0025,0.000277778,25.77584511
364,0.0025,0.004722222,0.0025,0.000277778,23.40625354
365,0.003240741,0.004722222,0.0025,0.000277778,21.4907294
366,0.003981481,0.004722222,0.0025,0.000277778,20.15912762
367,0.004722222,0.004722222,0.0025,0.000277778,19.53124763
368,0.005462963,0.004722222,0.0025,0.000277778,19.67457936
369,0.006203704,0.004722222,0.0025,0.000277778,20.57301007
370,0.006944444,0.004722222,0.0025,0.000277778,22.1347836
371,0.000277778,0.005462963,0.0025,0.000277778,38.51992797
372,0.001018519,0.005462963,0.0025,0.000277778,35.48180083
373,0.001759259,0.005462963,0.0025,0.000277778,32.55009641
374,0.0025,0.005462963,0.0025,0.000277778,29.75628689
375,0.003240741,0.005462963,0.0025,0.000277778,27.14298602
376,0.003981481,0.005462963,0.0025,0.000277778,24.76739828
377,0.004722222,0.005462963,0.0025,0.000277778,22.70426376
378,0.005462963,0.005462963,0.0025,0.000277778,21.0456745
379,0.006203704,0.005462963,0.0025,0.000277778,19.8930763
380,0.006944444,0.005462963,0.0025,0.000277778,19.33716115
381,0.000277778,0.006203704,0.0025,0.000277778,44.86956748
382,0.001018519,0.006203704,0.0025,0.000277778,41.93598726
383,0.001759259,0.006203704,0.0025,0.000277778,39.05565001
384,0.0025,0.006203704,0.0025,0.000277778,36.24125269
385,0.003240741,0.006203704,0.0025,0.000277778,33.50941396
386,0.003981481,0.006203704,0.0025,0.000277778,30.88205111
387,0.004722222,0.006203704,0.0025,0.000277778,28.38818708
388,0.005462963,0.006203704,0.0025,0.000277778,26.06616733
389,0.006203704,0.006203704,0.0025,0.000277778,23.96599303
390,0.006944444,0.006203704,0.0025,0.000277778,22.15085536
391,0.000277778,0.006944444,0.0025,0.000277778,50.43686954
392,0.001018519,0.006944444,0.0025,0.000277778,47.65540453
393,0.001759259,0.006944444,0.0025,0.000277778,44.90438186
394,0.0025,0.006944444,0.0025,0.000277778,42.18975703
395,0.003240741,0.006944444,0.0025,0.000277778,39.51903143
396,0.003981481,0.006944444,0.0025,0.000277778,36.90173776
397,0.004722222,0.006944444,0.0025,0.000277778,34.35009189
398,0.005462963,0.006944444,0.0025,0.000277778,31.87986095
399,0.006203704,0.006944444,0.0025,0.000277778,29.51149631
400,0.006944444,0.006944444,0.0025,0.000277778,27.27155024
401,0.000277778,0.000277778,0.003240741,0.000277778,101.3655504
402,0.001018519,0.000277778,0.003240741,0.000277778,109.3849764
403,0.001759259,0.000277778,0.003240741,0.000277778,117.429062
404,0.0025,0.000277778,0.003240741,0.000277778,125.4930653
405,0.003240741,0.000277778,0.003240741,0.000277778,133.573379
406,0.003981481,0.000277778,0.003240741,0.000277778,141.6672121
407,0.004722222,0.000277778,0.003240741,0.000277778,149.7723729
408,0.005462963,0.000277778,0.003240741,0.000277778,157.8871168
409,0.006203704,0.000277778,0.003240741,0.000277778,166.0100386
410,0.006944444,0.000277778,0.003240741,0.000277778,174.1399939
411,0.000277778,0.001018519,0.003240741,0.000277778,68.56451589
412,0.001018519,0.001018519,0.003240741,0.000277778,75.29565213
413,0.001759259,0.001018519,0.003240741,0.000277778,82.08140584
414,0.0025,0.001018519,0.003240741,0.000277778,88.9092723
415,0.003240741,0.001018519,0.003240741,0.000277778,95.77024475
416,0.003981481,0.001018519,0.003240741,0.000277778,102.6576856
417,0.004722222,0.001018519,0.003240741,0.000277778,109.5666036
418,0.005462963,0.001018519,0.003240741,0.000277778,116.4931775
419,0.006203704,0.001018519,0.003240741,0.000277778,123.4344349
420,0.006944444,0.001018519,0.003240741,0.000277778,130.388031
421,0.000277778,0.001759259,0.003240741,0.000277778,44.33863055
422,0.001018519,0.001759259,0.003240741,0.000277778,49.81916805
423,0.001759259,0.001759259,0.003240741,0.000277778,55.4392882
424,0.0025,0.001759259,0.003240741,0.000277778,61.1605238
425,0.003240741,0.001759259,0.003240741,0.000277778,66.95695999
426,0.003981481,0.001759259,0.003240741,0.000277778,72.8106389
427,0.004722222,0.001759259,0.003240741,0.000277778,78.7087899
428,0.005462963,0.001759259,0.003240741,0.000277778,84.6421166
429,0.006203704,0.001759259,0.003240741,0.000277778,90.60370866
430,0.006944444,0.001759259,0.003240741,0.000277778,96.58833246
431,0.000277778,0.0025,0.003240741,0.000277778,27.88654627
432,0.001018519,0.0025,0.003240741,0.000277778,31.71837754
433,0.001759259,0.0025,0.003240741,0.000277778,35.95837338
434,0.0025,0.0025,0.003240741,0.000277778,40.47847441
435,0.003240741,0.0025,0.003240741,0.000277778,45.19471538
436,0.003981481,0.0025,0.003240741,0.000277778,50.05168166
437,0.004722222,0.0025,0.003240741,0.000277778,55.01211238
438,0.005462963,0.0025,0.003240741,0.000277778,60.05037313
439,0.006203704,0.0025,0.003240741,0.000277778,65.14840941
440,0.006944444,0.0025,0.003240741,0.000277778,70.29321672
